,forks_count,language,stargazers,topics,url,watchers_count
137,375,C++,1550,"['caffe', 'deep-learning', 'gpu', 'image-classification', 'image-segmentation', 'machine-learning', 'neural-nets', 'object-detection', 'rest-api', 'server', 'tensorflow', 'tsne', 'xgboost']",https://api.github.com/repos/jolibrain/deepdetect,1550
138,383,Python,1542,"['association-rules', 'data-mining', 'data-science', 'machine-learning', 'python', 'supervised-learning', 'unsupervised-learning']",https://api.github.com/repos/rasbt/mlxtend,1542
139,76,Swift,1516,"['apple', 'convolutional-neural-networks', 'deep-learning', 'deep-neural-networks', 'ios', 'iphone', 'machine-learning', 'metal', 'neural-networks', 'residual-networks', 'swift']",https://api.github.com/repos/xmartlabs/Bender,1516
140,217,Jupyter Notebook,1492,"['cython', 'machine-learning', 'parallel', 'probabilistic-graphical-models', 'python']",https://api.github.com/repos/jmschrei/pomegranate,1492
141,235,Python,1490,"['deep-learning', 'keras', 'machine-learning', 'neural-networks', 'tensorflow', 'theano', 'visualization']",https://api.github.com/repos/raghakot/keras-vis,1490
142,201,C++,1473,"['database', 'gpu', 'machine-learning', 'olap', 'sql', 'visualization']",https://api.github.com/repos/mapd/mapd-core,1473
143,264,R,1472,"['data-science', 'deep-learning', 'gradient-boosting-machine', 'h2o', 'machine-learning', 'python', 'r', 'random-forest', 'spark', 'xgboost']",https://api.github.com/repos/szilard/benchm-ml,1472
144,354,Java,1436,"['apache-kafka', 'apache-spark', 'cloudera', 'java', 'kafka', 'lambda-architecture', 'machine-learning', 'oryx']",https://api.github.com/repos/OryxProject/oryx,1436
145,304,Python,1433,"['backtesting-trading-strategies', 'machine-learning', 'portfolio-simulation', 'stock-market', 'support-vector-machines']",https://api.github.com/repos/anfederico/Clairvoyant,1433
146,526,C++,1432,"['chinese-nlp', 'machine-learning', 'natural-language-processing', 'nlp']",https://api.github.com/repos/HIT-SCIR/ltp,1432
147,608,Python,1428,"['cnn', 'csv', 'deep-learning', 'inference', 'libsvm', 'lstm', 'machine-learning', 'mlp', 'serving', 'tensorboard', 'tensorflow', 'tfrecords', 'wide-and-deep']",https://api.github.com/repos/tobegit3hub/tensorflow_template_application,1428
148,401,Jupyter Notebook,1417,"['deep-learning', 'human-activity-recognition', 'lstm', 'machine-learning', 'neural-network', 'recurrent-neural-networks', 'rnn', 'tensorflow']",https://api.github.com/repos/guillaume-chevalier/LSTM-Human-Activity-Recognition,1417
149,113,Python,1410,"['machine-learning', 'pytorch', 'scikit-learn']",https://api.github.com/repos/dnouri/skorch,1410
150,196,C++,1405,"['frame-semantic-parsing', 'jit-compiler', 'machine-learning', 'natural-language-processing', 'natural-language-understanding', 'neural-network', 'nlp']",https://api.github.com/repos/google/sling,1405
151,146,C,1405,"['address', 'address-parser', 'c', 'deduping', 'deduplication', 'international', 'machine-learning', 'natural-language-processing', 'nlp', 'record-linkage']",https://api.github.com/repos/openvenues/libpostal,1405
152,106,Go,1403,"['artificial-intelligence', 'data-science', 'go', 'golang', 'gophernotes', 'jupyter', 'jupyter-notebook', 'kernel', 'machine-learning', 'nteract', 'numerical-methods', 'zeromq']",https://api.github.com/repos/gopherdata/gophernotes,1403
153,259,Jupyter Notebook,1391,"['data-science', 'jupyter-notebook', 'machine-learning', 'python-3-5']",https://api.github.com/repos/ethen8181/machine-learning,1391
154,74,,1383,"['computer-vision', 'machine-learning', 'natural-language-processing', 'reinforcement-learning']",https://api.github.com/repos/arXivTimes/arXivTimes,1383
155,553,CSS,1366,"['computer-vision', 'deep-learning', 'machine-learning', 'programming']",https://api.github.com/repos/handong1587/handong1587.github.io,1366
156,139,Python,1347,"['data-mining', 'data-science', 'feature-engineering', 'machine-learning', 'scikit-learn']",https://api.github.com/repos/Featuretools/featuretools,1347
157,394,Python,1338,"['chart', 'classification', 'clustering', 'data-mining', 'data-science', 'data-visualization', 'decision-trees', 'machine-learning', 'numpy', 'orange', 'orange3', 'pandas', 'plotting', 'pyqt5', 'python', 'random-forest', 'regression', 'scikit-learn', 'scipy', 'visualization']",https://api.github.com/repos/biolab/orange3,1338
158,202,Python,1322,"['machine-learning', 'tensorflow']",https://api.github.com/repos/kevinhughes27/TensorKart,1322
159,279,Java,1319,"['aws', 'azure', 'cloud', 'deep-learning', 'deployment', 'docker', 'gcp', 'java', 'kafka', 'kafka-streams', 'kubernetes', 'machine-learning', 'microservices', 'prediction', 'python', 'recommendation-engine', 'recommender-system', 'seldon', 'spark', 'tensorflow']",https://api.github.com/repos/SeldonIO/seldon-server,1319
160,40,Go,1318,"['data-science', 'go', 'golang', 'jupyter-notebook', 'jupyter-notebook-kernel', 'machine-learning', 'repl']",https://api.github.com/repos/yunabe/lgo,1318
161,138,JavaScript,1279,"['ai-blocs', 'artificial-intelligence', 'deep-learning', 'machine-learning', 'modular', 'neural-networks', 'python', 'tensorflow', 'wysiwyg']",https://api.github.com/repos/MrNothing/AI-Blocks,1279
162,197,Python,1277,"['advantage', 'anaconda', 'estimator', 'machine-learning', 'matplotlib', 'model-selection', 'python', 'residuals', 'scikit-learn', 'transformer', 'visual-analysis', 'visualization', 'visualizer']",https://api.github.com/repos/DistrictDataLabs/yellowbrick,1277
163,329,,1270,"['bot', 'coding', 'community', 'data-science', 'data-science-club', 'devops', 'devops-teams', 'hacker-news', 'linux', 'machine-learning', 'microsoft', 'news', 'programming', 'programming-languages', 'smm', 'telegram', 'telegram-group', 'theory']",https://api.github.com/repos/goq/telegram-list,1270
164,525,Jupyter Notebook,1263,"['autoencoder', 'batch', 'batch-normalization', 'classification', 'cnn', 'dqn', 'dropout', 'gan', 'generative-adversarial-network', 'machine-learning', 'neural-network', 'python', 'pytorch', 'pytorch-tutorial', 'regression', 'reinforcement-learning', 'rnn', 'tutorial']",https://api.github.com/repos/MorvanZhou/PyTorch-Tutorial,1263
165,221,Python,1262,"['deep-learning', 'machine-learning', 'tensorflow', 'wavenet']",https://api.github.com/repos/tomlepaine/fast-wavenet,1262
166,576,Jupyter Notebook,1247,"['data-science', 'deep-learning', 'machine-learning', 'python', 'scikit-learn', 'tensorflow']",https://api.github.com/repos/rasbt/python-machine-learning-book-2nd-edition,1247
167,464,Python,1245,"['deep-learning', 'machine-learning', 'tensorflow']",https://api.github.com/repos/ahangchen/GDLnotes,1245
168,613,Jupyter Notebook,1213,"['clustering', 'course', 'data-analysis', 'data-cleaning', 'data-science', 'data-visualization', 'decision-trees', 'ensemble-learning', 'jupyter-notebook', 'linear-regression', 'logistic-regression', 'machine-learning', 'model-evaluation', 'naive-bayes', 'natural-language-processing', 'pandas', 'python', 'regular-expressions', 'scikit-learn', 'web-scraping']",https://api.github.com/repos/justmarkham/DAT8,1213
169,78,Swift,1199,"['ai', 'apple', 'artificial-intelligence', 'ipad', 'machine-learning', 'macos', 'network', 'neural', 'playground', 'swift']",https://api.github.com/repos/BilalReffas/EmojiIntelligence,1199
170,103,C++,1192,"['domain-specific-language', 'machine-learning']",https://api.github.com/repos/facebookresearch/TensorComprehensions,1192
171,112,Python,1183,"['data-science', 'machine-learning', 'plot', 'plotting', 'scikit-learn', 'visualization']",https://api.github.com/repos/reiinakano/scikit-plot,1183
172,226,,1175,"['computer-vision', 'deep-learning', 'deep-reinforcement-learning', 'gan', 'machine-learning', 'nlp', 'paper', 'summary']",https://api.github.com/repos/aleju/papers,1175
173,137,Rust,1169,"['machine-learning', 'rust', 'tensorflow']",https://api.github.com/repos/tensorflow/rust,1169
174,126,,1135,"['artificial-intelligence', 'awesome-list', 'computer-vision', 'deep-learning', 'gpgpu', 'machine-learning', 'natural-language-processing', 'neural-network', 'speech-recognition', 'swift']",https://api.github.com/repos/alexsosn/iOS_ML,1135
175,259,,1135,"['3d', '3d-reconstruction', 'constructive-solid-geometries', 'machine-learning', 'mesh', 'neural-networks', 'papers', 'point-cloud', 'primitives', 'voxel']",https://api.github.com/repos/timzhang642/3D-Machine-Learning,1135
176,162,,1129,"['awesome', 'awesome-list', 'curated-lists', 'data', 'data-processing', 'database', 'editor', 'machine-learning', 'science', 'web-browser']",https://api.github.com/repos/emijrp/awesome-awesome,1129
177,629,Jupyter Notebook,1124,"['deep-learning', 'dockerfile', 'jupyter-notebook', 'machine-learning', 'mooc', 'neural-network', 'tensorflow', 'tutorial', 'workshop']",https://api.github.com/repos/pkmital/CADL,1124
178,155,C++,1123,"['bwapi', 'deep-learning', 'machine-learning', 'reinforcement-learning', 'starcraft', 'torch', 'torchcraft']",https://api.github.com/repos/TorchCraft/TorchCraft,1123
179,91,Python,1109,"['artificial-intelligence', 'caffe', 'data-science', 'deep-learning', 'keras', 'kubernetes', 'machine-learning', 'mxnet', 'pytorch', 'reinforcement-learning', 'tensorflow']",https://api.github.com/repos/polyaxon/polyaxon,1109
180,796,Jupyter Notebook,1106,"['islr', 'machine-learning', 'predictive-modeling', 'statistical-learning']",https://api.github.com/repos/JWarmenhoven/ISLR-python,1106
181,262,Jupyter Notebook,1106,"['ai', 'information-extraction', 'machine-learning', 'weak-supervision']",https://api.github.com/repos/HazyResearch/snorkel,1106
182,146,Python,1098,['machine-learning'],https://api.github.com/repos/scikit-learn-contrib/lightning,1098
183,71,Go,1081,"['artificial-intelligence', 'computational-geometry', 'differential-equations', 'eigenvalues', 'eigenvectors', 'fast-fourier-transform', 'graph-theory', 'hacktoberfest', 'linear-algebra', 'linear-programming', 'machine-learning', 'mkl', 'optimization', 'optimization-algorithms', 'parallel-computations', 'plotting', 'scientific-computing', 'sparse-systems', 'tensor-algebra', 'visualization']",https://api.github.com/repos/cpmech/gosl,1081
184,189,Jupyter Notebook,1076,"['calculus', 'linear-algebra', 'machine-learning', 'python', 'statistics']",https://api.github.com/repos/amitkaps/hackermath,1076
185,143,Swift,1071,"['deep-learning', 'deep-neural-networks', 'ios', 'machine-learning', 'metal', 'mobilenets', 'neural-network', 'swift']",https://api.github.com/repos/hollance/Forge,1071
186,53,Haskell,1068,"['convolutional-neural-networks', 'deep-learning', 'deep-neural-networks', 'generative-adversarial-networks', 'haskell', 'machine-learning']",https://api.github.com/repos/HuwCampbell/grenade,1068
187,250,Python,1067,"['bioinformatics', 'deep-learning', 'deep-neural-network', 'deepvariant', 'dna', 'genome', 'genomics', 'machine-learning', 'ngs', 'science', 'sequencing', 'tensorflow']",https://api.github.com/repos/google/deepvariant,1067
188,114,Jupyter Notebook,1061,"['colab', 'interpretability', 'jupyter-notebook', 'machine-learning', 'tensorflow', 'visualization']",https://api.github.com/repos/tensorflow/lucid,1061
189,74,Python,1051,"['automated-machine-learning', 'data-science', 'ensemble-learning', 'hyperparameter-optimization', 'machine-learning', 'scikit-learn', 'stacked-ensembles']",https://api.github.com/repos/reiinakano/xcessiv,1051
190,96,Ruby,1046,"['decision-tree', 'machine-learning', 'ruby', 'rubyml']",https://api.github.com/repos/igrigorik/decisiontree,1046
191,86,Ruby,1034,"['awesome', 'awesome-list', 'list', 'machine-learning', 'ml', 'ruby', 'ruby-gem', 'rubyml', 'rubynlp']",https://api.github.com/repos/arbox/machine-learning-with-ruby,1034
192,120,Python,1032,"['infrastructure', 'machine-learning', 'mongodb', 'python', 'reproducibility', 'reproducible-research', 'reproducible-science']",https://api.github.com/repos/IDSIA/sacred,1032
193,295,,1028,"['collaborative-filtering', 'deep-learning', 'hybrid-recommendation', 'machine-learning', 'music-recommendation', 'neural-network', 'python', 'recommender-system', 'tensorflow']",https://api.github.com/repos/robi56/Deep-Learning-for-Recommendation-Systems,1028
194,140,Python,1019,"['deep-learning', 'learning-to-rank', 'machine-learning', 'matrix-factorization', 'python', 'pytorch', 'recommender-system']",https://api.github.com/repos/maciejkula/spotlight,1019
195,131,Swift,1015,"['arkit', 'augmented-reality', 'coreml', 'deep-learning', 'ios', 'machine-learning']",https://api.github.com/repos/hanleyweng/CoreML-in-ARKit,1015
196,530,,1011,"['machine-learning', 'source-analysis', 'spark']",https://api.github.com/repos/endymecy/spark-ml-source-analysis,1011
197,204,Python,1010,"['chinese-characters', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'generative-adversarial-networks', 'machine-learning', 'pix2pix', 'style-transfer', 'tensorflow']",https://api.github.com/repos/kaonashi-tyc/zi2zi,1010
198,304,Java,1002,"['deep-learning', 'deep-learning-tutorial', 'deep-neural-networks', 'deeplearning', 'machine-learning', 'machine-learning-android', 'tensorflow', 'tensorflow-android', 'tensorflow-examples', 'tensorflow-models', 'tensorflow-tutorials']",https://api.github.com/repos/MindorksOpenSource/AndroidTensorFlowMachineLearningExample,1002
199,106,JavaScript,1000,"['javascript', 'machine-learning', 'ml']",https://api.github.com/repos/mljs/ml,1000
200,150,Lua,982,"['deep-learning', 'deep-learning-papers', 'machine-learning']",https://api.github.com/repos/leehomyc/Faster-High-Res-Neural-Inpainting,982
201,275,Java,979,"['big-data', 'data-science', 'java', 'machine-learning', 'nlp', 'statistics']",https://api.github.com/repos/datumbox/datumbox-framework,979
202,283,R,979,"['classification', 'clustering', 'cran', 'data-science', 'feature-selection', 'hyperparameters-optimization', 'imbalance-correction', 'learners', 'machine-learning', 'mlr', 'multilabel-classification', 'predictive-modeling', 'r', 'r-package', 'regression', 'stacking', 'statistics', 'survival-analysis', 'tuning', 'tutorial']",https://api.github.com/repos/mlr-org/mlr,979
203,256,Jupyter Notebook,969,"['computer-vision', 'deep-learning', 'faster-rcnn', 'gpu', 'iccv2017', 'machine-learning', 'pose-estimation', 'posetracking', 'pytorch', 'state-of-the-art', 'torch', 'tracking']",https://api.github.com/repos/MVIG-SJTU/AlphaPose,969
204,134,,959,"['conference', 'machine-learning', 'statistics', 'summer-schools', 'video', 'workshops']",https://api.github.com/repos/dustinvtran/ml-videos,959
205,261,Jupyter Notebook,955,"['bootcamp', 'cuda', 'cuda-kernels', 'data-science', 'deep-learning', 'docker-image', 'gpu', 'kaggle', 'kaggle-competition', 'kaggle-scripts', 'machine-learning', 'meetup', 'nvidia', 'pycuda', 'python', 'pytorch', 'pytorch-tutorial', 'pytorch-tutorials']",https://api.github.com/repos/QuantScientist/Deep-Learning-Boot-Camp,955
206,158,,952,"['caffe', 'convolutional-neural-networks', 'deep-learning', 'derin-ogrenme', 'dogal-dil-isleme', 'keras', 'machine-learning', 'makine-ogrenmesi', 'natural-language-processing', 'pytorch', 'tensorflow', 'yapay-zeka']",https://api.github.com/repos/deeplearningturkiye/turkce-yapay-zeka-kaynaklari,952
207,109,Jupyter Notebook,943,"['computer-vision', 'hog-features', 'machine-learning', 'self-driving-car', 'sliding-windows', 'svm', 'svm-classifier', 'udacity']",https://api.github.com/repos/tatsuyah/vehicle-detection,943
208,261,Python,937,"['deep-learning', 'machine-learning', 'named-entity-recognition', 'neural-networks', 'nlp', 'tensorflow']",https://api.github.com/repos/Franck-Dernoncourt/NeuroNER,937
209,177,Python,917,"['capsule-networks', 'machine-learning', 'mnist', 'pytorch']",https://api.github.com/repos/gram-ai/capsule-networks,917
210,174,Swift,907,"['cnn', 'coreml', 'deep-learning', 'ios11', 'machine-learning', 'swift', 'vision', 'xcode']",https://api.github.com/repos/KevinGong2013/ChineseIDCardOCR,907
